accuracy,precision,recall,f1,auc_roc,epoch,config_name,config
0.9207650273224044,0.9181002243829468,0.9280507228620436,0.9199469027883578,0.9661694437637833,7,gs_0_efficientnet_b0_bin_lr0.0003,"{'img_size': 380, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.1, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 4, 'arch': 'efficientnet_b0', 'batch_size': 8, 'lr': 0.0003, 'dropout': 0.4, 'hidden': 256, 'gamma': 2.0, 'binary': True}"
0.907103825136612,0.9032238589712629,0.9091521685861308,0.9054780785707774,0.9665216858613086,8,gs_1_efficientnet_b0_bin_lr0.0001,"{'img_size': 380, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.1, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 4, 'arch': 'efficientnet_b0', 'batch_size': 8, 'lr': 0.0001, 'dropout': 0.5, 'hidden': 512, 'gamma': 2.0, 'binary': True}"
0.9289617486338798,0.9254801920768307,0.9342379318794414,0.9280137981118373,0.977333986767949,6,gs_2_efficientnet_b0_bin_lr0.0005,"{'img_size': 380, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.1, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 4, 'arch': 'efficientnet_b0', 'batch_size': 8, 'lr': 0.0005, 'dropout': 0.3, 'hidden': 256, 'gamma': 1.5, 'binary': True}"
0.8961748633879781,0.8923160173160174,0.89971820632198,0.8946523254052416,0.9629839500122519,7,gs_3_efficientnet_b3_bin_lr0.0002,"{'img_size': 300, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.1, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 8, 'arch': 'efficientnet_b3', 'batch_size': 4, 'lr': 0.0002, 'dropout': 0.4, 'hidden': 512, 'gamma': 2.0, 'binary': True}"
0.5792349726775956,0.3697625911898271,0.556401389308366,0.41618579791018995,0.0,8,gs_4_efficientnet_b0_5c_lr0.0003,"{'img_size': 380, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.1, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 4, 'arch': 'efficientnet_b0', 'batch_size': 8, 'lr': 0.0003, 'dropout': 0.4, 'hidden': 256, 'gamma': 2.0, 'binary': False}"
0.5382513661202186,0.3464995265729875,0.5346149199637571,0.3902101725824123,0.0,5,gs_5_efficientnet_b0_5c_lr0.0001,"{'img_size': 380, 'max_epochs': 8, 'patience': 5, 'unfreeze_at': 2, 'label_smoothing': 0.15, 'use_mixup': True, 'mixup_alpha': 0.3, 'accum_steps': 4, 'arch': 'efficientnet_b0', 'batch_size': 8, 'lr': 0.0001, 'dropout': 0.5, 'hidden': 512, 'gamma': 2.5, 'binary': False}"
